RT_NM,STP_NM,RT_STP_NUM,RT_NUM_STPS,X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_lat,stop_lon
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Airport Road - Zum Queen Station Stop EB,12,30,-8871613.2753,5425894.1977,2166.0,00050120,4030.0,Airport Road - Zum Queen Station Stop EB,,,,0.0,,,1.0,43.743893,-79.695058
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Goreway - Zum Queen Station Stop EB,13,30,-8870339.335,5427387.9005,2167.0,00050122,4031.0,Goreway - Zum Queen Station Stop EB,,,,0.0,,,1.0,43.753586,-79.683614
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,McVean - Zum Queen Station Stop EB,14,30,-8869076.0815,5428657.8846,2168.0,00050124,4032.0,McVean - Zum Queen Station Stop EB,,,,0.0,,,1.0,43.761826,-79.672266
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,The Gore Road - Zum Queen Station Stop EB,15,30,-8867123.315,5429291.5549,2169.0,00050126,4033.0,The Gore Road - Zum Queen Station Stop EB,,,,0.0,,,1.0,43.765937,-79.654724
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Highway 50 - Zum Queen Stop EB,16,30,-8866298.3262,5429473.9108,2170.0,00050128,4034.0,Highway 50 - Zum Queen Stop EB,,,,0.0,,,1.0,43.76712,-79.647313
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Keele St n/of Snidercroft Rd (Drop-Off Only),17,30,-8849556.988,5432895.2557,2705.0,19030403,8087.0,Keele St n/of Snidercroft Rd (Drop-Off Only),,,,0.0,,,1.0,43.789311,-79.496923
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,York University - 501C - Zum Station Stop WB,18,30,-8849960.9664,5430923.1751,2062.0,00045100,8501.0,York University - 501C - Zum Station Stop WB,,,,0.0,place_YORKU,,1.0,43.776521,-79.500552
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 w/of Roybridge Gate,19,30,-8863927.2211,5430193.3501,1501.0,00020370,7018.0,Hwy 7 w/of Roybridge Gate,,,,0.0,,,1.0,43.771787,-79.626013
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 e/of Hwy 27,20,30,-8863025.5332,5430520.0221,1502.0,00020390,7019.0,Hwy 7 e/of Hwy 27,,,,0.0,,,1.0,43.773906,-79.617913
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 e/of Hwy 27,20,30,-8863293.9245,5430466.2184,1519.0,00021060,7084.0,Hwy 7 e/of Hwy 27,,,,0.0,,,1.0,43.773557,-79.620324
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 e/of Martin Grove Rd,21,30,-8861995.3826,5430830.6719,1503.0,00020400,7021.0,Hwy 7 e/of Martin Grove Rd,,,,0.0,,,1.0,43.775921,-79.608659
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at Kipling Ave,22,30,-8860753.3911,5431226.1296,1504.0,00020420,7023.0,Hwy 7 at Kipling Ave,,,,0.0,,,1.0,43.778486,-79.597502
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at Islington Ave,23,30,-8859868.5124,5431531.7151,1505.0,00020430,7024.0,Hwy 7 at Islington Ave,,,,0.0,,,1.0,43.780468,-79.589553
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at Islington Ave,23,30,-8859944.321,5431544.0498,1516.0,00021010,7079.0,Hwy 7 at Islington Ave,,,,0.0,,,1.0,43.780548,-79.590234
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Helen Station,24,30,-8858678.841,5431897.4443,1506.0,00020450,7026.0,Hwy 7 at (EB) Helen Station,,,,0.0,,,1.0,43.78284,-79.578866
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Pine Valley Station,25,30,-8857936.674,5432107.1438,1507.0,00020460,7027.0,Hwy 7 at (EB) Pine Valley Station,,,,0.0,,,1.0,43.7842,-79.572199
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Ansley Grove Station,26,30,-8856052.4803,5432646.0626,1508.0,00020480,7029.0,Hwy 7 at (EB) Ansley Grove Station,,,,0.0,,,1.0,43.787695,-79.555273
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Weston Station,27,30,-8855064.9651,5432939.2045,1509.0,00020500,7031.0,Hwy 7 at (EB) Weston Station,,,,0.0,,,1.0,43.789596,-79.546402
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Commerce Station,28,30,-8853535.7692,5433368.5254,1511.0,00020930,7071.0,Hwy 7 at (EB) Commerce Station,,,,0.0,,,1.0,43.79238,-79.532665
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Hwy 7 at (EB) Vaughan Metropolitan Centre Station,29,30,-8853001.881,5433500.2248,2645.0,18010824,4120.0,Hwy 7 at (EB) Vaughan Metropolitan Centre Station,,,,0.0,,,1.0,43.793234,-79.527869
501-zum-queen-eastbound-hwy-7-at-eb-vaughan-metrop,Smart VMC Terminal - Route 501 Zum Queen WB,30,30,-8852976.9454,5434146.2577,2696.0,18090455,7223.0,Smart VMC Terminal - Route 501 Zum Queen WB,,,,0.0,place_SCBT,,1.0,43.797423,-79.527645
501-zum-queen-westbound-downtown-terminal-zum-quee,Smart VMC Terminal - Route 501 Zum Queen WB,1,30,-8852976.9454,5434146.2577,2696.0,18090455,7223.0,Smart VMC Terminal - Route 501 Zum Queen WB,,,,0.0,place_SCBT,,1.0,43.797423,-79.527645
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Vaughan Metropolitan Centre Station,2,30,-8853015.7959,5433539.0873,2646.0,18010827,4123.0,Hwy 7 at (WB) Vaughan Metropolitan Centre Station,,,,0.0,,,1.0,43.793486,-79.527994
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Commerce Station,3,30,-8853729.3538,5433322.724,1510.0,00020510,7032.0,Hwy 7 at (WB) Commerce Station,,,,0.0,,,1.0,43.792083,-79.534404
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Weston Station,4,30,-8855292.5021,5432880.452,1512.0,00020940,7072.0,Hwy 7 at (WB) Weston Station,,,,0.0,,,1.0,43.789215,-79.548446
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Ansley Grove Station,5,30,-8856241.9461,5432617.6896,1513.0,00020960,7074.0,Hwy 7 at (WB) Ansley Grove Station,,,,0.0,,,1.0,43.787511,-79.556975
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Pine Valley Station,6,30,-8858129.702,5432074.4551,1514.0,00020980,7076.0,Hwy 7 at (WB) Pine Valley Station,,,,0.0,,,1.0,43.783988,-79.573933
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at (WB) Helen Station,7,30,-8858852.6108,5431864.2937,1515.0,00020985,7077.0,Hwy 7 at (WB) Helen Station,,,,0.0,,,1.0,43.782625,-79.580427
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at Islington Ave,8,30,-8859868.5124,5431531.7151,1505.0,00020430,7024.0,Hwy 7 at Islington Ave,,,,0.0,,,1.0,43.780468,-79.589553
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at Islington Ave,8,30,-8859944.321,5431544.0498,1516.0,00021010,7079.0,Hwy 7 at Islington Ave,,,,0.0,,,1.0,43.780548,-79.590234
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 w/of Kipling Ave,9,30,-8860702.518,5431290.422,1517.0,00021020,7080.0,Hwy 7 w/of Kipling Ave,,,,0.0,,,1.0,43.778903,-79.597045
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 at Martin Grove Rd,10,30,-8862058.7234,5430848.4016,1518.0,00021040,7082.0,Hwy 7 at Martin Grove Rd,,,,0.0,,,1.0,43.776036,-79.609228
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 e/of Hwy 27,11,30,-8863025.5332,5430520.0221,1502.0,00020390,7019.0,Hwy 7 e/of Hwy 27,,,,0.0,,,1.0,43.773906,-79.617913
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 e/of Hwy 27,11,30,-8863293.9245,5430466.2184,1519.0,00021060,7084.0,Hwy 7 e/of Hwy 27,,,,0.0,,,1.0,43.773557,-79.620324
501-zum-queen-westbound-downtown-terminal-zum-quee,Hwy 7 e/of Vaughan Valley Blvd,12,30,-8863805.4375,5430293.8634,1520.0,00021070,7085.0,Hwy 7 e/of Vaughan Valley Blvd,,,,0.0,,,1.0,43.772439,-79.624919
501-zum-queen-westbound-downtown-terminal-zum-quee,York University - 501C - Zum Station Stop WB,13,30,-8849960.9664,5430923.1751,2062.0,00045100,8501.0,York University - 501C - Zum Station Stop WB,,,,0.0,place_YORKU,,1.0,43.776521,-79.500552
501-zum-queen-westbound-downtown-terminal-zum-quee,Highway 50 - Zum Queen Station Stop WB,14,30,-8866561.3742,5429473.9108,2171.0,00050150,4035.0,Highway 50 - Zum Queen Station Stop WB,,,,0.0,place_QU50-W,,1.0,43.76712,-79.649676
501-zum-queen-westbound-downtown-terminal-zum-quee,The Gore Road - Zum Queen Station Stop WB,15,30,-8867344.1728,5429299.4164,2172.0,00050152,4036.0,The Gore Road - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.765988,-79.656708
501-zum-queen-westbound-downtown-terminal-zum-quee,McVean - Zum Queen Station Stop WB,16,30,-8869243.7286,5428611.9525,2173.0,00050154,4037.0,McVean - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.761528,-79.673772
501-zum-queen-westbound-downtown-terminal-zum-quee,Goreway - Zum Queen Station Stop WB,17,30,-8870561.4174,5427214.2161,2174.0,00050156,4038.0,Goreway - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.752459,-79.685609
501-zum-queen-westbound-downtown-terminal-zum-quee,Airport Road - Zum Queen Station Stop WB,18,30,-8871811.9806,5425747.9687,2175.0,00050158,4039.0,Airport Road - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.742944,-79.696843
501-zum-queen-westbound-downtown-terminal-zum-quee,Chrysler - Zum Queen Station Stop WB,19,30,-8872420.4529,5425016.0879,2176.0,00050160,4040.0,Chrysler - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.738194,-79.702309
501-zum-queen-westbound-downtown-terminal-zum-quee,Torbram - Zum Queen Station Stop WB,20,30,-8873034.1573,5424273.4809,2177.0,00050162,4041.0,Torbram - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.733374,-79.707822
501-zum-queen-westbound-downtown-terminal-zum-quee,Glenvale - Zum Queen Station Stop WB,21,30,-8873738.6983,5423403.0736,2178.0,00050164,4042.0,Glenvale - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.727724,-79.714151
501-zum-queen-westbound-downtown-terminal-zum-quee,Bramalea - Zum Queen Station Stop WB,22,30,-8874198.8931,5422827.7256,2179.0,00050166,4043.0,Bramalea - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.723989,-79.718285
501-zum-queen-westbound-downtown-terminal-zum-quee,Bramalea Terminal- Zum Queen 501/501C EB-Departure,23,30,-8874470.7353,5422041.8597,2186.0,00050198,4003.0,Bramalea Terminal- Zum Queen 501/501C EB-Departure,,,,0.0,place_CITY,,1.0,43.718887,-79.720727
501-zum-queen-westbound-downtown-terminal-zum-quee,Bramalea Terminal- Zum Queen 501 WB-Departure,24,30,-8874452.4789,5422062.1909,2185.0,00050193,4002.0,Bramalea Terminal- Zum Queen 501 WB-Departure,,,,0.0,place_CITY,,1.0,43.719019,-79.720563
501-zum-queen-westbound-downtown-terminal-zum-quee,Dixie - Zum Queen Station Stop WB,25,30,-8875387.006,5421336.609,2180.0,00050168,4044.0,Dixie - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.714308,-79.728958
501-zum-queen-westbound-downtown-terminal-zum-quee,Laurelcrest - Zum Queen Station Stop WB,26,30,-8876094.998,5420454.4668,2181.0,00050170,4045.0,Laurelcrest - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.70858,-79.735318
501-zum-queen-westbound-downtown-terminal-zum-quee,Rutherford - Zum Queen Station Stop WB,27,30,-8876962.2882,5419370.5392,2182.0,00050172,4046.0,Rutherford - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.701541,-79.743109
501-zum-queen-westbound-downtown-terminal-zum-quee,Kennedy - Zum Queen Station Stop WB,28,30,-8877730.0587,5418419.9167,2183.0,00050174,4047.0,Kennedy - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.695367,-79.750006
501-zum-queen-westbound-downtown-terminal-zum-quee,Centre - Zum Queen Station Stop WB,29,30,-8878259.7168,5417742.0383,2184.0,00050176,4048.0,Centre - Zum Queen Station Stop WB,,,,0.0,,,1.0,43.690964,-79.754764
501-zum-queen-westbound-downtown-terminal-zum-quee,Downtown Terminal Zum Queen Stop,30,30,-8879117.2109,5417111.7776,2156.0,00050100,4020.0,Downtown Terminal Zum Queen Stop,,,,0.0,place_4CRN,,1.0,43.68687,-79.762467
502-zum-main-northbound-sandalwood-loop-route-502-,City Centre Transit Terminal - Platform L,1,18,-8866302.1111,5402829.447,1785.0,00028180,6178.0,City Centre Transit Terminal - Platform L,,,,0.0,place_MCCT,,1.0,43.594021,-79.647347
502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Eglinton Ave - NB (Zum Main),2,18,-8866991.4014,5404893.3131,1776.0,00028075,6166.0,Hurontario St at Eglinton Ave - NB (Zum Main),,,,0.0,,,1.0,43.607447,-79.653539
502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Bristol Rd - NB (Zum Main),3,18,-8868063.8533,5405972.4683,1777.0,00028080,6167.0,Hurontario St at Bristol Rd - NB (Zum Main),,,,0.0,,,1.0,43.614466,-79.663173
502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Matheson Blvd - NB (Zum Main),4,18,-8868786.0942,5406705.4555,1778.0,00028085,6168.0,Hurontario St at Matheson Blvd - NB (Zum Main),,,,0.0,,,1.0,43.619233,-79.669661
502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Britannia Rd - NB (Zum Main),5,18,-8869850.5312,5407788.6669,1779.0,00028090,6169.0,Hurontario St at Britannia Rd - NB (Zum Main),,,,0.0,,,1.0,43.626277,-79.679223
502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Courtneypark Dr - NB (Zum Main),6,18,-8871580.5474,5409565.0762,1774.0,00028060,6170.0,Hurontario St at Courtneypark Dr - NB (Zum Main),,,,0.0,,,1.0,43.637827,-79.694764
502-zum-main-northbound-sandalwood-loop-route-502-,Hurontario St at Derry Rd - NB (Zum Main),7,18,-8872782.9092,5410795.8436,1775.0,00028070,6171.0,Hurontario St at Derry Rd - NB (Zum Main),,,,0.0,,,1.0,43.645828,-79.705565
502-zum-main-northbound-sandalwood-loop-route-502-,County Court South - Zum Main Station Stop NB,8,18,-8874794.675,5412841.0243,1744.0,00026790,3165.0,County Court South - Zum Main Station Stop NB,,,,0.0,,,1.0,43.659121,-79.723637
502-zum-main-northbound-sandalwood-loop-route-502-,County Court North - Zum Main Station Stop NB,9,18,-8875254.8698,5413317.2673,1746.0,00026800,3167.0,County Court North - Zum Main Station Stop NB,,,,0.0,,,1.0,43.662216,-79.727771
502-zum-main-northbound-sandalwood-loop-route-502-,Brampton Gateway Terminal Route 502 NB Stop,10,18,-8875943.3809,5413903.7185,1801.0,00030110,4207.0,Brampton Gateway Terminal Route 502 NB Stop,,,,0.0,place_GATE,,1.0,43.666027,-79.733956
502-zum-main-northbound-sandalwood-loop-route-502-,Nanwood - Zum Main Station Stop NB,11,18,-8877513.9875,5415633.2815,638.0,00009090,1725.0,Nanwood - Zum Main Station Stop NB,,,,0.0,,,1.0,43.677265,-79.748065
502-zum-main-northbound-sandalwood-loop-route-502-,Wellington - Zum Main Station Stop NB,12,18,-8878592.1168,5416731.0865,643.0,00009140,1730.0,Wellington - Zum Main Station Stop NB,,,,0.0,,,1.0,43.684397,-79.75775
502-zum-main-northbound-sandalwood-loop-route-502-,Theatre Lane - Zum Main Station Stop NB,13,18,-8879044.6305,5417192.1357,646.0,00009160,1733.0,Theatre Lane - Zum Main Station Stop NB,,,,0.0,,,1.0,43.687392,-79.761815
502-zum-main-northbound-sandalwood-loop-route-502-,Vodden - Zum Main Station Stop NB,14,18,-8879848.9139,5418025.3155,650.0,00009195,1737.0,Vodden - Zum Main Station Stop NB,,,,0.0,,,1.0,43.692804,-79.76904
502-zum-main-northbound-sandalwood-loop-route-502-,Williams - Zum Main Station Stop NB,15,18,-8880703.6249,5418912.7686,653.0,00009230,1741.0,Williams - Zum Main Station Stop NB,,,,0.0,,,1.0,43.698568,-79.776718
502-zum-main-northbound-sandalwood-loop-route-502-,Bovaird - Zum Main Station Stop NB,16,18,-8881911.7754,5420147.0921,659.0,00009280,1748.0,Bovaird - Zum Main Station Stop NB,,,,0.0,,,1.0,43.706584,-79.787571
502-zum-main-northbound-sandalwood-loop-route-502-,Sandalwood - Zum Main Station Stop NB,17,18,-8883684.5382,5421952.68,931.0,00012425,2060.0,Sandalwood - Zum Main Station Stop NB,,,,0.0,,,1.0,43.718308,-79.803496
502-zum-main-northbound-sandalwood-loop-route-502-,Sandalwood Loop - Route 502 Stop,18,18,-8884278.4277,5422339.7477,932.0,00012430,3874.0,Sandalwood Loop - Route 502 Stop,,,,0.0,place_SWLP,,1.0,43.720821,-79.808831
502-zum-main-southbound-mississauga-city-centre-te,Sandalwood Loop - Route 502 Stop,1,18,-8884278.4277,5422339.7477,932.0,00012430,3874.0,Sandalwood Loop - Route 502 Stop,,,,0.0,place_SWLP,,1.0,43.720821,-79.808831
502-zum-main-southbound-mississauga-city-centre-te,Sandalwood - Zum Main Station Stop SB,2,18,-8883593.7015,5421798.6584,676.0,00009475,1767.0,Sandalwood - Zum Main Station Stop SB,,,,0.0,,,1.0,43.717308,-79.80268
502-zum-main-southbound-mississauga-city-centre-te,Bovaird - Zum Main Station Stop SB,3,18,-8881736.1132,5419897.0112,682.0,00009530,1773.0,Bovaird - Zum Main Station Stop SB,,,,0.0,,,1.0,43.70496,-79.785993
502-zum-main-southbound-mississauga-city-centre-te,Williams - Zum Main Station Stop SB,4,18,-8880724.4417,5418869.5025,686.0,00009580,1778.0,Williams - Zum Main Station Stop SB,,,,0.0,,,1.0,43.698287,-79.776905
502-zum-main-southbound-mississauga-city-centre-te,Vodden - Zum Main Station Stop SB,5,18,-8879864.7212,5417997.6032,689.0,00009610,1781.0,Vodden - Zum Main Station Stop SB,,,,0.0,,,1.0,43.692624,-79.769182
502-zum-main-southbound-mississauga-city-centre-te,Nelson - Zum Main Station Stop SB,6,18,-8879064.6681,5417180.2821,693.0,00009650,1785.0,Nelson - Zum Main Station Stop SB,,,,0.0,,,1.0,43.687315,-79.761995
502-zum-main-southbound-mississauga-city-centre-te,Wellington - Zum Main Station Stop SB,7,18,-8878690.9685,5416796.6634,695.0,00009670,1787.0,Wellington - Zum Main Station Stop SB,,,,0.0,,,1.0,43.684823,-79.758638
502-zum-main-southbound-mississauga-city-centre-te,Nanwood - Zum Main Station Stop SB,8,18,-8877428.6055,5415485.0602,699.0,00009720,1793.0,Nanwood - Zum Main Station Stop SB,,,,0.0,,,1.0,43.676302,-79.747298
502-zum-main-southbound-mississauga-city-centre-te,Brampton Gateway Terminal Route 2/502 SB,9,18,-8875906.8681,5413927.879,1805.0,00030117,4214.0,Brampton Gateway Terminal Route 2/502 SB,,,,0.0,place_GATE,,1.0,43.666184,-79.733628
502-zum-main-southbound-mississauga-city-centre-te,Sir Lou - Zum Main Station Stop SB,10,18,-8875177.8367,5413159.8505,704.0,00009780,1800.0,Sir Lou - Zum Main Station Stop SB,,,,0.0,,,1.0,43.661193,-79.727079
502-zum-main-southbound-mississauga-city-centre-te,Ray Lawson - Zum Main Station Stop SB,11,18,-8874810.9277,5412775.6294,705.0,00009785,1801.0,Ray Lawson - Zum Main Station Stop SB,,,,0.0,,,1.0,43.658696,-79.723783
502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Derry Rd (Zum),12,18,-8872892.4476,5410848.9175,1750.0,00026815,6134.0,Hurontario St at Derry Rd (Zum),,,,0.0,,,1.0,43.646173,-79.706549
502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Courtneypark Dr - SB (Zum Main),13,18,-8871558.6174,5409473.402,1780.0,00028110,6173.0,Hurontario St at Courtneypark Dr - SB (Zum Main),,,,0.0,,,1.0,43.637231,-79.694567
502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Britannia Rd - SB (Zum Main),14,18,-8869763.368,5407627.961,1781.0,00028120,6174.0,Hurontario St at Britannia Rd - SB (Zum Main),,,,0.0,,,1.0,43.625232,-79.67844
502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Matheson - SB (Zum Main),15,18,-8868905.3174,5406751.5862,1782.0,00028130,6175.0,Hurontario St at Matheson - SB (Zum Main),,,,0.0,,,1.0,43.619533,-79.670732
502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Bristol Rd - SB (Zum Main),16,18,-8868139.6619,5405977.8498,1783.0,00028140,6176.0,Hurontario St at Bristol Rd - SB (Zum Main),,,,0.0,,,1.0,43.614501,-79.663854
502-zum-main-southbound-mississauga-city-centre-te,Hurontario St at Eglinton Ave - SB (Zum Main),17,18,-8866836.4446,5404667.9348,1784.0,00028150,6177.0,Hurontario St at Eglinton Ave - SB (Zum Main),,,,0.0,,,1.0,43.605981,-79.652147
502-zum-main-southbound-mississauga-city-centre-te,City Centre Transit Terminal - Arrival,18,18,-8866364.3387,5402734.9193,1786.0,00028190,9992.0,City Centre Transit Terminal - Arrival,,,,0.0,place_MCCT,,1.0,43.593406,-79.647906
malton-go-station-route-505-stop,Mount Pleasant GO Station - 5/5A/505 Zum Bovaird,1,24,-8885832.2252,5415261.4243,2330.0,14090132,3888.0,Mount Pleasant GO Station - 5/5A/505 Zum Bovaird,,,,0.0,place_MPGO,,1.0,43.674849,-79.822789
malton-go-station-route-505-stop,Lake Louise - Zum Bovaird Station Stop EB,2,24,-8884848.6062,5416205.7185,1173.0,00015900,2382.0,Lake Louise - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.680984,-79.813953
malton-go-station-route-505-stop,Chinguacousy - Zum Bovaird Station Stop EB,3,24,-8884168.4441,5417071.2909,1205.0,00016460,2426.0,Chinguacousy - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.686607,-79.807843
malton-go-station-route-505-stop,McLaughlin - Zum Bovaird Station Stop EB,4,24,-8882951.8334,5418556.1759,1208.0,00016480,2428.0,McLaughlin - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.696252,-79.796914
malton-go-station-route-505-stop,Main - Zum Bovaird Station Stop EB,5,24,-8881710.8437,5420125.8411,1211.0,00016510,2431.0,Main - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.706446,-79.785766
malton-go-station-route-505-stop,Kennedy - Zum Bovaird Station Stop EB,6,24,-8880600.877,5421648.1818,1214.0,00016540,2434.0,Kennedy - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.716331,-79.775795
malton-go-station-route-505-stop,Southlake - Zum Bovaird Station Stop EB,7,24,-8879942.3109,5422406.2886,1216.0,00016560,2436.0,Southlake - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.721253,-79.769879
malton-go-station-route-505-stop,Trinity Common Terminal-5/5A EB/ 505/505A EB Stop,8,24,-8879265.7111,5423870.4644,2333.0,14090135,3891.0,Trinity Common Terminal-5/5A EB/ 505/505A EB Stop,,,,0.0,place_SPTE,,1.0,43.730758,-79.763801
malton-go-station-route-505-stop,Dixie - Zum Bovaird Station Stop EB,9,24,-8878164.2047,5424562.8132,2335.0,14090137,3893.0,Dixie - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.735252,-79.753906
malton-go-station-route-505-stop,Bramalea - Zum Bovaird Station Stop EB,10,24,-8877106.8922,5425891.4241,2337.0,14090139,3895.0,Bramalea - Zum Bovaird Station Stop EB,,,,0.0,,,1.0,43.743875,-79.744408
