X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_lat,stop_lon
-8878581.9867,5410466.1769,52,00000520,1053,Steeles Ave W at Clementine Dr,,,,0,,,0,43.643685,-79.757659
-8877857.6308,5411372.7501,53,00000530,1054,Steeles Ave W btwn Mavis Rd & Windmill Blvd,,,,0,,,1,43.649578,-79.751152
-8878379.0513,5410711.849,54,00000535,3897,Steeles Ave btwn Clementine Dr and Mavis Rd,,,,0,,,1,43.645282,-79.755836
-8878122.9052,5411028.2941,55,00000540,1055,Mavis - Zum Steeles Station Stop EB,,,,0,,,1,43.647339,-79.753535
-8877397.77,5411940.4613,56,00000550,1056,Steeles Ave W at Windmill Blvd,,,,0,,,1,43.653268,-79.747021
-8877047.0023,5412361.7286,57,00000560,1057,Steeles Ave W at McLaughlin Rd S,,,,0,,,1,43.656006,-79.743870
-8875287.3751,5414585.1628,58,00000610,1060,Steeles Ave E btwn Hurontario St & Hartford Tr,,,,0,,,1,43.670455,-79.728063
-8874981.8031,5414976.8467,59,00000620,1061,Steeles Ave E at Hartford Trail,,,,0,,,1,43.673000,-79.725318
-8872618.7129,5417956.4968,60,00000670,1064,Steeles Ave E btwn Tomken Rd & Dixie Rd,,,,0,,,1,43.692357,-79.704090
-8872379.71,5418250.5579,61,00000680,1065,Steeles Ave w/of Dixie Rd,,,,0,,,1,43.694267,-79.701943
-8871776.1357,5418939.8677,62,00000700,1067,Steeles Ave E at Advance Blvd,,,,0,,,1,43.698744,-79.696521
-8870416.8134,5420684.2345,63,00000730,1070,Steeles Ave E at Melanie Dr (W),,,,0,,,1,43.710072,-79.684310
-8870172.5785,5420983.9268,64,00000740,1071,Steeles Ave E at Melanie Dr (E),,,,0,,,1,43.712018,-79.682116
-8868937.4887,5422489.9275,65,00000760,1073,Steeles Ave opp Pearson Convention Centre,,,,0,,,1,43.721796,-79.671021
-8868341.1502,5423208.2061,66,00000780,1075,Steeles Ave E opp Parkhurst Sq,,,,0,,,1,43.726459,-79.665664
-8867766.519,5423893.5727,67,00000790,1076,Steeles Ave E at 3389 Steeles Ave E,,,,0,,,1,43.730908,-79.660502
-8867534.7518,5424173.8035,68,00000800,1077,Steeles Ave E at Goreway Dr,,,,0,,,1,43.732727,-79.658420
-8867403.5061,5424101.5497,69,00000810,1078,Goreway Dr s/of Steeles Ave E,,,,0,,,0,43.732258,-79.657241
-8866994.7409,5423881.2483,70,00000830,1082,Kenview Blvd e/of Goreway Dr,,,,0,,,0,43.730828,-79.653569
-8866828.8749,5424096.4657,71,00000840,1083,Kenview Blvd at 5 Kenview Blvd,,,,0,,,0,43.732225,-79.652079
-8866744.2721,5424458.6648,72,00000850,1084,Kenview Blvd at 11 Kenview Blvd,,,,0,,,0,43.734576,-79.651319
-8866664.2334,5424816.7182,73,00000900,1085,Kenview Blvd e/of Castleview Dr (19 Kenview Blvd),,,,0,,,0,43.736900,-79.650600
-8866075.4646,5425052.6035,74,00000910,1086,Kenview Blvd at Parkshore Dr,,,,0,,,1,43.738431,-79.645311
-8865938.2077,5425373.2385,75,00000920,1087,Finch Ave n/of Kenview Blvd,,,,0,,,0,43.740512,-79.644078
-8866261.1455,5425702.6674,76,00000930,1088,Finch Ave s/of Steeles Ave,,,,0,,,1,43.742650,-79.646979
-8865357.4539,5426727.393,77,00000940,1090,Albion Rd s/of Steeles Ave,,,,0,,,1,43.749300,-79.638861
-8865432.0379,5426759.7546,78,00000941,3724,Steeles Ave w/of Hwy 50,,,,0,,,1,43.749510,-79.639531
-8864924.3097,5427005.5524,79,00000942,8075,Steeles Ave w/of Alcide St,,,,0,,,0,43.751105,-79.634970
-8863849.854,5427276.6311,80,00000943,8076,Steeles Ave w/of Signal Hill Ave,,,,0,,,0,43.752864,-79.625318
-8863713.9329,5426952.6938,81,00000944,8077,Signal Hill Ave n/of Steinway Blvd,,,,0,,,0,43.750762,-79.624097
-8864196.1689,5426638.7844,82,00000945,8078,Steinway Blvd n/of Albion Rd,,,,0,,,0,43.748725,-79.628429
-8863874.233,5426873.4834,83,00000946,8086,Steinway Blvd w/of Signal Hill Ave,,,,0,,,0,43.750248,-79.625537
-8865005.3503,5426434.6026,84,00000950,8000,Albion Rd w/of Claireport Cres (W),,,,0,,,0,43.747400,-79.635698
-8864671.3919,5426461.878,85,00000960,8001,Albion Rd w/of Claireport Cres (E),,,,0,,,0,43.747577,-79.632698
-8864275.4284,5426527.8322,86,00000970,8002,Albion Rd at Steinway Blvd,,,,0,,,0,43.748005,-79.629141
-8863496.192,5426223.0289,87,00000980,8003,Humberline Dr n/of Claireville Dr (N),,,,0,,,1,43.746027,-79.622141
-8864738.7401,5424274.2512,88,00001090,6000,Longo Circle - Zum Steeles Stop,,,,0,,,1,43.733379,-79.633303
-8865161.8655,5424654.1751,89,00001100,6001,Finch Ave n/of Longo Circle,,,,0,,,1,43.735845,-79.637104
-8865962.6979,5425225.3228,90,00001110,1099,Kenview Blvd w/of Finch Ave,,,,0,,,1,43.739552,-79.644298
-8866101.8473,5425062.6184,91,00001115,3670,Kenview Blvd w/of Parkshore Dr,,,,0,,,1,43.738496,-79.645548
-8866473.2091,5425005.1486,92,00001120,1100,Kenview Blvd at 26 Kenview Blvd,,,,0,,,1,43.738123,-79.648884
-8866733.5854,5424614.4256,93,00001130,1101,Kenview Blvd at 14 Kenview Blvd,,,,0,,,1,43.735587,-79.651223
-8866778.4472,5424413.8321,94,00001140,1102,Kenview Blvd at Paget Rd,,,,0,,,1,43.734285,-79.651626
-8867060.7534,5423852.5941,95,00001150,1103,Kenview Blvd at Goreway Dr,,,,0,,,1,43.730642,-79.654162
-8867423.2097,5424194.1395,96,00001170,1105,Goreway Dr at Steeles Ave E,,,,0,,,1,43.732859,-79.657418
-8868312.9864,5423318.6562,97,00001180,1106,Steeles Ave E at Parkhurst Sq,,,,0,,,1,43.727176,-79.665411
-8870265.7529,5420942.6531,98,00001230,1111,Steeles Ave E w/of Melanie Dr (E),,,,0,,,1,43.711750,-79.682953
-8870486.0541,5420674.2244,99,00001235,1112,Steeles Ave E w/of Melanie Dr (W),,,,0,,,1,43.710007,-79.684932
-8871921.185,5418856.4149,100,00001260,1115,Steeles Ave w/of Advance Blvd,,,,0,,,1,43.698202,-79.697824
-8872623.4997,5418018.3875,101,00001280,1117,Steeles Ave E btwn Dixie Rd & West Dr,,,,0,,,1,43.692759,-79.704133
-8874388.3589,5415808.7492,102,00001315,1121,Steeles Ave E e/of Resolution Dr,,,,0,,,1,43.678405,-79.719987
-8874665.6557,5415457.8172,103,00001320,1122,Steeles Ave e/of Kennedy Rd,,,,0,,,1,43.676125,-79.722478
-8874974.6786,5415057.8019,104,00001340,1124,Steeles Ave E at Orchard Dr,,,,0,,,1,43.673526,-79.725254
-8883434.8486,5417499.2581,105,00001345,1125,Fletchers Creek Blvd at Gold Hill Rd,,,,0,,,1,43.689387,-79.801253
-8875290.826,5414656.5727,106,00001350,1126,Steeles Ave E at 152 Steeles Ave,,,,0,,,1,43.670919,-79.728094
-8875766.2715,5414063.4563,107,00001360,1127,Steeles Ave e/of Main St,,,,0,,,1,43.667065,-79.732365
-8877376.174,5412039.5451,108,00001430,1130,Steeles Ave W at Tait Blvd,,,,0,,,1,43.653912,-79.746827
-8877972.4012,5411300.4425,109,00001440,1131,Steeles Ave W at Beaconsfield walkway,,,,0,,,1,43.649108,-79.752183
-8878191.3667,5411031.3709,110,00001450,1132,Steeles Ave W at Chinguacousy Rd,,,,0,,,1,43.647359,-79.754150
-8878596.2356,5410508.9421,111,00001460,1133,Steeles Ave W w/of James Potter Dr,,,,0,,,1,43.643963,-79.757787
-8878841.1385,5410219.7422,112,00001465,1134,Steeles Ave W at Polonia Ave,,,,0,,,1,43.642083,-79.759987
-8879039.2872,5409954.3938,113,00001470,1135,Steeles Ave at Churchville Rd,,,,0,,,1,43.640358,-79.761767
-8879863.608,5408937.3726,114,00001490,1137,Steeles Ave W e/of Financial Dr,,,,0,,,1,43.633746,-79.769172
-8880105.394,5408632.9955,115,00001500,1138,Financial - Zum Steeles Station Stop WB,,,,0,,,1,43.631767,-79.771344
-8880721.6587,5407873.8652,116,00001508,3690,Mississauga Road - Zum Steeles Station Stop WB,,,,0,,,1,43.626831,-79.776880
-8880571.934,5407867.2523,117,00001510,1139,Mississauga Rd s/of Steeles Ave,,,,0,,,1,43.626788,-79.775535
-8880072.3321,5407351.4611,118,00001520,1140,Mississauga Rd n/of Edgeware Rd,,,,0,,,1,43.623434,-79.771047
-8879797.5956,5406907.51,119,00001530,1141,Hereford St w/of Mississauga Rd,,,,0,,,1,43.620547,-79.768579
-8879673.2517,5406595.2038,120,00001540,1142,Hereford St s/of Ironbridge Rd,,,,0,,,1,43.618516,-79.767462
-8879759.9696,5406380.24,121,00001550,1143,Hereford St w/of President's Choice Cir (Loblaws),,,,0,,,1,43.617118,-79.768241
-8880152.7048,5406140.3721,122,00001560,1144,Hereford St btwn President's Choice Cir & Edgeware,,,,0,,,1,43.615558,-79.771769
-8880682.2516,5406672.2415,123,00001570,1145,Hereford St n/of Edgeware Rd,,,,0,,,1,43.619017,-79.776526
-8880907.6735,5406901.9742,124,00001575,3622,Hereford St btwn Edgeware Rd & Steeles Ave,,,,0,,,0,43.620511,-79.778551
-8874372.2176,5422246.7144,125,00001640,1148,Kensington Rd e/of Central Park Dr,,,,0,,,1,43.720217,-79.719842
-8874255.1095,5422391.9638,126,00001650,1149,Kensington Rd at Kingscross Rd,,,,0,,,1,43.721160,-79.718790
-8874086.6831,5422527.0493,127,00001660,1150,Kensington Rd opp Bramalea Medical Centre,,,,0,,,1,43.722037,-79.717277
-8873937.181,5422648.2737,128,00001670,1151,Kensington Rd at Bramalea Rd,,,,0,,,1,43.722824,-79.715934
-8873728.5683,5422489.1574,129,00001680,1152,Bramalea Rd at Knightsbridge Rd - Rte 12 ONLY,,,,0,,,1,43.721791,-79.714060
-8873182.8801,5423178.6297,130,00001720,1153,Finchgate Blvd at Feston Place,,,,0,,,1,43.726267,-79.709158
-8873526.9687,5423375.3452,131,00001730,1154,Finchgate Blvd at Queen St E,,,,0,,,1,43.727544,-79.712249
-8873781.779,5423625.5203,132,00001740,1155,Glenvale Blvd s/of Gatwick Lane,,,,0,,,1,43.729168,-79.714538
-8873909.1285,5423844.8913,133,00001750,1156,Glenvale Blvd n/of Greenmount Rd,,,,0,,,1,43.730592,-79.715682
-8874013.8801,5424208.159,134,00001760,1157,Glenvale Blvd at Geraldine Crt,,,,0,,,1,43.732950,-79.716623
-8874200.5629,5424365.7643,135,00001770,1158,Central Park Dr btwn Glenvale Blvd and Graham Crt,,,,0,,,1,43.733973,-79.718300
-8874490.8841,5424254.5313,136,00001780,1159,Grenoble Blvd n/of Central Park Dr,,,,0,,,1,43.733251,-79.720908
-8874563.2418,5424475.9201,137,00001790,1160,Grenoble Blvd at Glencastle Square,,,,0,,,1,43.734688,-79.721558
-8874561.1267,5424704.7095,138,00001800,1161,Grenoble Blvd at Gladstone Square,,,,0,,,1,43.736173,-79.721539
-8874701.8346,5424897.1435,139,00001810,1162,Grenoble Blvd at Greenbriar Rd,,,,0,,,1,43.737422,-79.722803
-8874938.9451,5425063.5428,140,00001815,1163,Grenoble Blvd at Williams Pky E,,,,0,,,1,43.738502,-79.724933
-8875379.8816,5425614.9932,141,00001840,1165,Jordan Blvd at Joshua Crt,,,,0,,,1,43.742081,-79.728894
-8875516.9159,5425874.0121,142,00001850,1166,Jordan Blvd at Jameson Cres,,,,0,,,1,43.743762,-79.730125
-8875680.2216,5425980.1796,143,00001860,1167,Jordan Blvd at North Park Dr,,,,0,,,1,43.744451,-79.731592
-8875492.203,5426278.5029,144,00001870,1168,North Park Dr at Jayfield Rd,,,,0,,,1,43.746387,-79.729903
-8875234.4983,5426571.5965,145,00001880,1169,North Park Dr opp Panda Lane,,,,0,,,1,43.748289,-79.727588
-8875554.7645,5427139.7809,146,00001890,1170,Torbram Rd at Blue Diamond Dr,,,,0,,,1,43.751976,-79.730465
-8876016.963,5427622.4645,147,00001910,1172,Torbram Rd n/of Bovaird Dr E,,,,0,,,1,43.755108,-79.734617
-8876211.5495,5427812.9558,148,00001920,1173,Torbram Rd s/of Peter Robertson Blvd,,,,0,,,1,43.756344,-79.736365
-8876594.7112,5428200.5777,149,00001930,1174,Torbram Rd n/of Peter Robertson Blvd,,,,0,,,1,43.758859,-79.739807
-8876835.05,5428449.8048,150,00001935,1175,Torbram Rd btwn Peter Robertson Blvd & Steeplebush,,,,0,,,1,43.760476,-79.741966
-8876968.522,5428595.3061,151,00001940,1176,Torbram Rd at Eagleridge Rd,,,,0,,,1,43.761420,-79.743165
-8877233.4624,5428863.3487,152,00001945,1177,Torbram Rd btwn Eagleridge Dr & Sandalwood Pky E,,,,0,,,1,43.763159,-79.745545
-8875479.7352,5428548.4495,153,00002005,1181,Mountainberry Rd at Mount Ranier Cres,,,,0,,,0,43.761116,-79.729791
-8875172.3821,5428633.3772,154,00002010,1182,Mountainberry Rd w/of Mount Rainer Cres (W),,,,0,,,1,43.761667,-79.727030
-8875030.3384,5428900.9585,155,00002020,1183,Mountainberry Rd e/of Mount Rainer Cres (E),,,,0,,,1,43.763403,-79.725754
-8875168.1519,5429112.5938,156,00002030,1184,Mountainberry Rd at Snow Leopard Crt (S),,,,0,,,0,43.764776,-79.726992
-8875346.0405,5429341.3441,157,00002040,1185,Mountainberry Rd n/of Black Hills Crt,,,,0,,,1,43.766260,-79.728590
-8875652.503,5429309.1275,158,00002050,1186,Mountainberry Rd w/of Snow Leopard Crt (N),,,,0,,,1,43.766051,-79.731343
-8875826.9407,5429129.7036,159,00002060,1187,Mountainberry Rd at Cougar Crt,,,,0,,,1,43.764887,-79.732910
-8876015.5159,5429036.6018,160,00002070,1188,Mountainash Rd at Mountainberry Rd,,,,0,,,1,43.764283,-79.734604
-8875576.3605,5428021.1753,161,00002110,1192,Bovaird Dr E w/of Mountainash Rd,,,,0,,,1,43.757695,-79.730659
-8876056.4815,5427604.2787,162,00002120,1193,Torbram Rd at Bovaird Dr E,,,,0,,,1,43.754990,-79.734972
-8875857.9988,5427401.1543,163,00002125,1194,Torbram Rd s/of Bovaird Dr E,,,,0,,,1,43.753672,-79.733189
-8875624.3392,5427160.8939,164,00002130,1195,Torbram Rd at Prospect Gate,,,,0,,,1,43.752113,-79.731090
-8875224.3683,5426750.9707,165,00002140,1196,Torbram Rd at North Park Dr,,,,0,,,1,43.749453,-79.727497
-8875261.549,5426580.8426,166,00002150,1197,North Park Dr at Panda Lane,,,,0,,,1,43.748349,-79.727831
-8875472.0541,5426344.9182,167,00002160,1198,North Park Dr at Provincial Place,,,,0,,,1,43.746818,-79.729722
-8875648.3842,5426142.4379,168,00002165,1199,North Park Dr btwn Provincial Pl & Jamieson Cres,,,,0,,,1,43.745504,-79.731306
-8875696.3629,5425960.4561,169,00002170,1200,Jordan Blvd at North Park Dr,,,,0,,,1,43.744323,-79.731737
-8875457.36,5425753.5158,170,00002180,1201,Jordan Blvd at Joyce Gate,,,,0,,,1,43.742980,-79.729590
-8875231.7153,5425322.7004,171,00002190,1202,Jordan Blvd at Jefferson Rd,,,,0,,,1,43.740184,-79.727563
-8874748.8114,5424901.9197,172,00002210,1204,Grenoble Blvd at Glenforest Rd,,,,0,,,1,43.737453,-79.723225
-8874580.1624,5424630.1405,173,00002220,1205,Grenoble Blvd at Grasspoint Square,,,,0,,,1,43.735689,-79.721710
-8874551.4419,5424314.4614,174,00002230,1206,Grenoble Blvd n/of Central park Dr,,,,0,,,1,43.733640,-79.721452
-8874260.1188,5424302.1364,175,00002240,1207,Central Park Dr e/of Greenarrow Crt,,,,0,,,1,43.733560,-79.718835
-8874023.8989,5424110.9473,176,00002250,1208,Glenvale Blvd s/of Geraldine Crt,,,,0,,,1,43.732319,-79.716713
-8873918.2567,5423811.1535,177,00002260,1209,Glenvale Blvd at Goldcrest Rd,,,,0,,,1,43.730373,-79.715764
-8873819.405,5423640.3092,178,00002270,1210,Glenvale Blvd at Gatwick Rd,,,,0,,,0,43.729264,-79.714876
-8873583.7416,5423390.5958,179,00002280,1211,Finchgate Blvd s/of Queen St E,,,,0,,,1,43.727643,-79.712759
-8873158.6125,5423144.7402,180,00002290,1212,Finchgate Blvd n/of Clark Blvd,,,,0,,,1,43.726047,-79.708940
-8874049.1684,5422581.5769,181,00002350,1214,Kensington Rd w/of Bramalea Rd,,,,0,,,1,43.722391,-79.716940
-8874210.8043,5422481.4558,182,00002360,1215,Kensington Rd at Kingscross Rd,,,,0,,,1,43.721741,-79.718392
-8874359.6385,5422310.3281,183,00002370,1216,Kensington Rd at Central Park Dr,,,,0,,,1,43.720630,-79.719729
-8874157.1483,5421905.3951,184,00002390,1218,Central Park Dr at Knightsbridge Rd,,,,0,,,1,43.718001,-79.717910
-8874161.935,5421837.3176,185,00002410,3540,Knightsbridge Rd w/of Central Park Drive,,,,0,,,1,43.717559,-79.717953
-8871254.3813,5419988.3269,186,00002430,1220,Bramalea Rd n/of Steeles Ave E,,,,0,,,1,43.705553,-79.691834
-8871443.9584,5420172.347,187,00002450,1222,Bramalea Rd at East Dr,,,,0,,,1,43.706748,-79.693537
-8871627.0789,5420362.5305,188,00002460,1223,Bramalea Rd n/of East Dr,,,,0,,,1,43.707983,-79.695182
-8871848.716,5420452.9268,189,00002470,1224,Avondale Blvd at Autumn Blvd,,,,0,,,1,43.708570,-79.697173
-8872024.4895,5420239.3343,190,00002475,1225,Avondale Blvd at Avondale Plaza,,,,0,,,1,43.707183,-79.698752
-8872208.0553,5420115.3697,191,00002490,1226,Avondale Blvd at Aloma Cres (E),,,,0,,,0,43.706378,-79.700401
-8872352.6594,5419832.7982,192,00002500,1227,Avondale Blvd w/of Aloma Cres (W),,,,0,,,0,43.704543,-79.701700
-8872522.3103,5419791.6836,193,00002510,1228,Avondale Blvd w/of Athlone Ave (S),,,,0,,,0,43.704276,-79.703224
-8874621.4619,5420687.7766,194,00002540,1230,Dixie Rd s/of Clark Blvd,,,,0,,,1,43.710095,-79.722081
-8874330.8067,5420390.7119,195,00002550,1231,Dixie Rd at Terese Rd,,,,0,,,1,43.708166,-79.719470
-8873847.4575,5420144.9362,196,00002560,1232,Balmoral Dr e/of Dixie Rd,,,,0,,,1,43.706570,-79.715128
-8873741.1474,5420340.6631,197,00002570,1233,Balmoral Dr at Braemar Dr,,,,0,,,1,43.707841,-79.714173
-8873570.2719,5420533.3141,198,00002580,1234,Balmoral Dr at Brookland Dr,,,,0,,,1,43.709092,-79.712638
-8873341.6217,5420654.8203,199,00002590,1235,Avondale Blvd s/of Balmoral Dr,,,,0,,,1,43.709881,-79.710584
-8873175.7557,5420221.1629,200,00002600,1236,Avondale Blvd at Brentwood Dr,,,,0,,,1,43.707065,-79.709094
-8872832.335,5419835.724,201,00002610,1237,Avondale Blvd at Birchbank Rd,,,,0,,,1,43.704562,-79.706009
-8872599.3433,5419750.8772,202,00002620,1238,Avondale Blvd at 135 Avondale Blvd,,,,0,,,0,43.704011,-79.703916
-8872282.862,5419898.0892,203,00002630,1239,Avondale Blvd opp Aloma Cres (W),,,,0,,,0,43.704967,-79.701073
-8872125.5676,5420150.172,204,00002640,1240,Avondale Blvd at Victoria Park Arena,,,,0,,,1,43.706604,-79.699660
-8872828.3275,5419858.8221,205,00002650,1241,Avondale Blvd btwn Birchbank Rd & Athlone Ave,,,,0,,,0,43.704712,-79.705973
-8873078.3511,5420138.7765,206,00002660,1242,Avondale Blvd at Addington Cres,,,,0,,,1,43.706530,-79.708219
-8873356.4272,5420697.9407,207,00002670,1243,Avondale Blvd at Balmoral Dr,,,,0,,,1,43.710161,-79.710717
-8873541.6628,5420592.604,208,00002680,1245,Balmoral Dr at Brookland Dr,,,,0,,,1,43.709477,-79.712381
-8873713.5401,5420424.1293,209,00002690,1246,Balmoral Dr e/of Braemar Dr,,,,0,,,1,43.708383,-79.713925
-8873927.4962,5420079.4895,210,00002700,1247,Balmoral Dr at Dixie Rd,,,,0,,,1,43.706145,-79.715847
-8874264.015,5420386.862,211,00002710,1248,Dixie Rd opp Terese Rd,,,,0,,,1,43.708141,-79.718870
-8874634.9316,5420762.6218,212,00002720,1249,Dixie Rd s/of Clark Blvd,,,,0,,,1,43.710581,-79.722202
-8871672.4973,5433569.0053,213,00002735,3771,Gore Meadows CC - Route 50/50A SB Stop,,,,0,place_GOMD,,1,43.793680,-79.695590
-8871801.0713,5420471.5606,214,00002740,1251,Avondale Blvd at Bramalea Rd,,,,0,,,0,43.708691,-79.696745
-8871539.0252,5420232.4045,215,00002750,1252,Bramalea Rd s/of East Dr,,,,0,,,1,43.707138,-79.694391
-8871377.9459,5420065.0143,216,00002760,1253,Bramalea Rd at Orenda Rd,,,,0,,,1,43.706051,-79.692944
-8865520.9822,5422439.5592,217,00002816,6157,Westwood Mall Terminal Route 14 Stop,,,,0,place_WMAL,,1,43.721469,-79.640330
-8865538.9046,5422416.6087,218,00002817,6158,Westwood Mall Terminal Route 30 Stop,,,,0,place_WMAL,,1,43.721320,-79.640491
-8865561.1685,5422216.9871,219,00002820,6004,Goreway Dr s/of Morning Star Dr,,,,0,,,1,43.720024,-79.640691
